iter	RMSE
888	3.317122854
889	3.31504195
890	3.313767351
891	3.312924692
892	3.310868405
893	3.30982657
894	3.307474241
895	3.307167257
896	3.304665943
897	3.304356442
898	3.30316556
899	3.302114201
900	3.301601777
901	3.299415165
902	3.297499537
903	3.29508788
904	3.293225927
905	3.291513614
906	3.291306971
907	3.290067768
908	3.290036934
909	3.288405799
910	3.28675229
911	3.285700145
912	3.284953653
913	3.284591068
914	3.283359288
915	3.282594718
916	3.280927374
917	3.280459935
918	3.279809157
919	3.278359305
920	3.277742149
921	3.277375401
922	3.274901583
923	3.272991895
924	3.272309569
925	3.270994479
926	3.269419007
927	3.268877803
928	3.265976148
929	3.263785869
930	3.263108638
931	3.262554719
932	3.260626609
933	3.259745554
934	3.258983596
935	3.256059807
936	3.254921879
937	3.253717206
938	3.252618698
939	3.250655967
940	3.248815993
941	3.246223352
942	3.245687359
943	3.244589136
944	3.242804353
945	3.241738521
946	3.239588299
947	3.238694587
948	3.237906895
949	3.235761641
950	3.235193946
951	3.235147906
952	3.234391239
953	3.233015226
954	3.232066446
955	3.229406048
956	3.22937671
957	3.227947811
958	3.224179448
959	3.223069376
960	3.221044765
961	3.219542992
962	3.216561694
963	3.214424057
964	3.213742824
965	3.210983691
966	3.209074722
967	3.207894274
968	3.207181563
969	3.206668442
970	3.205613528
971	3.205558582
972	3.204464873
973	3.203786408
974	3.203144601
975	3.201748239
976	3.200336783
977	3.197864302
978	3.195869693
979	3.193463443
980	3.19278279
981	3.192676471
982	3.19241901
983	3.192379104
984	3.190834361
985	3.190565773
986	3.188446389
987	3.187481877
988	3.184158534
989	3.18312101
990	3.180959735
991	3.180652962
992	3.180489408
993	3.179958906
994	3.177312904
995	3.17587275
996	3.173878444
997	3.173056311
998	3.172732421
999	3.169961647
